day,month,year,daily_policy_index
27,9,2006,36.37
28,9,2006,20.07
29,9,2006,29.88
30,9,2006,53.98
1,10,2006,49.20
2,10,2006,12.97
3,10,2006,51.89
4,10,2006,40.40
5,10,2006,25.16
6,10,2006,20.41
7,10,2006,41.30
8,10,2006,53.88
9,10,2006,65.22
10,10,2006,33.23
11,10,2006,45.50
12,10,2006,18.44
13,10,2006,23.62
14,10,2006,29.76
15,10,2006,49.51
16,10,2006,42.85
17,10,2006,143.06
18,10,2006,28.55
19,10,2006,20.71
20,10,2006,88.78
21,10,2006,22.34
22,10,2006,74.24
23,10,2006,40.93
24,10,2006,32.62
25,10,2006,50.21
26,10,2006,46.58
27,10,2006,54.44
28,10,2006,18.28
29,10,2006,51.65
30,10,2006,16.99
31,10,2006,38.38
1,11,2006,26.97
2,11,2006,49.04
3,11,2006,18.12
4,11,2006,14.00
5,11,2006,48.32
6,11,2006,21.01
7,11,2006,45.65
8,11,2006,40.22
9,11,2006,111.02
10,11,2006,54.02
11,11,2006,140.29
12,11,2006,56.64
13,11,2006,33.95
14,11,2006,21.47
15,11,2006,35.21
16,11,2006,55.84
17,11,2006,60.77
18,11,2006,53.51
19,11,2006,46.24
20,11,2006,20.75
21,11,2006,14.02
22,11,2006,37.22
23,11,2006,13.77
24,11,2006,19.73
25,11,2006,17.13
26,11,2006,48.95
27,11,2006,58.48
28,11,2006,54.82
29,11,2006,178.84
30,11,2006,110.48
1,12,2006,65.43
2,12,2006,15.65
3,12,2006,37.62
4,12,2006,16.81
5,12,2006,34.85
6,12,2006,23.24
7,12,2006,64.49
8,12,2006,30.32
9,12,2006,11.75
10,12,2006,19.34
11,12,2006,56.76
12,12,2006,27.87
13,12,2006,31.72
14,12,2006,19.43
15,12,2006,30.16
16,12,2006,55.68
17,12,2006,42.17
18,12,2006,13.09
19,12,2006,17.15
20,12,2006,16.54
21,12,2006,19.68
22,12,2006,11.83
23,12,2006,17.02
24,12,2006,35.50
25,12,2006,28.33
26,12,2006,51.26
27,12,2006,46.62
28,12,2006,63.92
29,12,2006,79.59
30,12,2006,44.72
31,12,2006,155.94
1,1,2007,59.06
2,1,2007,66.23
3,1,2007,25.81
4,1,2007,68.55
5,1,2007,67.45
6,1,2007,64.57
7,1,2007,56.88
8,1,2007,57.09
9,1,2007,63.25
10,1,2007,56.43
11,1,2007,38.77
12,1,2007,10.68
13,1,2007,46.41
14,1,2007,50.85
15,1,2007,46.25
16,1,2007,47.46
17,1,2007,37.36
18,1,2007,29.85
19,1,2007,51.87
20,1,2007,50.04
21,1,2007,49.20
22,1,2007,50.74
23,1,2007,93.34
24,1,2007,188.68
25,1,2007,25.69
26,1,2007,18.65
27,1,2007,46.72
28,1,2007,62.21
29,1,2007,76.89
30,1,2007,48.31
31,1,2007,110.31
1,2,2007,52.09
2,2,2007,96.61
3,2,2007,40.70
4,2,2007,51.28
5,2,2007,69.74
6,2,2007,60.42
7,2,2007,30.99
8,2,2007,21.94
9,2,2007,48.20
10,2,2007,34.50
11,2,2007,26.99
12,2,2007,110.74
13,2,2007,102.94
14,2,2007,52.82
15,2,2007,25.37
16,2,2007,67.74
17,2,2007,22.37
18,2,2007,39.34
19,2,2007,61.52
20,2,2007,87.03
21,2,2007,50.55
22,2,2007,8.37
23,2,2007,28.59
24,2,2007,63.36
25,2,2007,120.12
26,2,2007,108.73
27,2,2007,100.90
28,2,2007,50.63
1,3,2007,36.69
2,3,2007,33.44
3,3,2007,39.53
4,3,2007,52.61
5,3,2007,36.81
6,3,2007,29.37
7,3,2007,67.22
8,3,2007,62.14
9,3,2007,54.75
10,3,2007,45.17
11,3,2007,81.38
12,3,2007,24.40
13,3,2007,43.65
14,3,2007,36.33
15,3,2007,50.69
16,3,2007,52.51
17,3,2007,15.03
18,3,2007,33.73
19,3,2007,68.74
20,3,2007,138.15
21,3,2007,96.11
22,3,2007,28.86
23,3,2007,130.31
24,3,2007,26.85
25,3,2007,56.80
26,3,2007,25.34
27,3,2007,30.67
28,3,2007,50.68
29,3,2007,164.60
30,3,2007,28.57
31,3,2007,55.33
1,4,2007,55.68
2,4,2007,70.81
3,4,2007,68.92
4,4,2007,70.25
5,4,2007,33.60
6,4,2007,30.39
7,4,2007,55.39
8,4,2007,61.17
9,4,2007,30.26
10,4,2007,58.67
11,4,2007,19.65
12,4,2007,32.13
13,4,2007,13.25
14,4,2007,53.36
15,4,2007,51.30
16,4,2007,37.84
17,4,2007,30.54
18,4,2007,7.40
19,4,2007,9.77
20,4,2007,23.70
21,4,2007,15.43
22,4,2007,34.72
23,4,2007,65.03
24,4,2007,45.82
25,4,2007,39.48
26,4,2007,38.64
27,4,2007,25.52
28,4,2007,167.04
29,4,2007,52.43
30,4,2007,32.94
1,5,2007,70.23
2,5,2007,61.35
3,5,2007,50.99
4,5,2007,53.85
5,5,2007,48.22
6,5,2007,64.44
7,5,2007,72.37
8,5,2007,59.16
9,5,2007,40.49
10,5,2007,23.23
11,5,2007,39.25
12,5,2007,23.05
13,5,2007,36.43
14,5,2007,45.60
15,5,2007,44.48
16,5,2007,82.08
17,5,2007,19.53
18,5,2007,115.85
19,5,2007,53.86
20,5,2007,110.11
21,5,2007,115.74
22,5,2007,99.84
23,5,2007,43.12
24,5,2007,34.33
25,5,2007,52.84
26,5,2007,92.12
27,5,2007,45.32
28,5,2007,16.53
29,5,2007,62.85
30,5,2007,10.16
31,5,2007,42.02
1,6,2007,63.46
2,6,2007,19.67
3,6,2007,28.53
4,6,2007,30.60
5,6,2007,34.39
6,6,2007,40.91
7,6,2007,26.69
8,6,2007,70.91
9,6,2007,32.71
10,6,2007,59.08
11,6,2007,70.79
12,6,2007,61.32
13,6,2007,71.85
14,6,2007,47.60
15,6,2007,57.32
16,6,2007,49.23
17,6,2007,57.84
18,6,2007,49.18
19,6,2007,64.03
20,6,2007,60.80
21,6,2007,41.39
22,6,2007,25.05
23,6,2007,33.19
24,6,2007,88.41
25,6,2007,21.46
26,6,2007,42.83
27,6,2007,62.97
28,6,2007,49.97
29,6,2007,132.17
30,6,2007,29.70
1,7,2007,60.89
2,7,2007,47.75
3,7,2007,14.12
4,7,2007,3.38
5,7,2007,9.79
6,7,2007,28.94
7,7,2007,64.37
8,7,2007,107.42
9,7,2007,85.37
10,7,2007,42.49
11,7,2007,20.82
12,7,2007,66.87
13,7,2007,30.30
14,7,2007,24.67
15,7,2007,69.94
16,7,2007,22.11
17,7,2007,21.08
18,7,2007,30.01
19,7,2007,39.90
20,7,2007,68.54
21,7,2007,4.15
22,7,2007,35.79
23,7,2007,36.68
24,7,2007,10.67
25,7,2007,10.17
26,7,2007,29.04
27,7,2007,39.85
28,7,2007,52.22
29,7,2007,69.94
30,7,2007,38.67
31,7,2007,21.01
1,8,2007,100.97
2,8,2007,71.02
3,8,2007,29.86
4,8,2007,202.12
5,8,2007,49.15
6,8,2007,72.16
7,8,2007,73.20
8,8,2007,41.63
9,8,2007,34.37
10,8,2007,77.02
11,8,2007,123.36
12,8,2007,45.12
13,8,2007,76.72
14,8,2007,103.09
15,8,2007,39.52
16,8,2007,60.99
17,8,2007,150.81
18,8,2007,130.31
19,8,2007,98.92
20,8,2007,140.85
21,8,2007,236.43
22,8,2007,63.95
23,8,2007,48.56
24,8,2007,112.79
25,8,2007,45.74
26,8,2007,54.56
27,8,2007,47.77
28,8,2007,67.56
29,8,2007,41.90
30,8,2007,28.60
31,8,2007,65.25
1,9,2007,113.52
2,9,2007,76.81
3,9,2007,97.78
4,9,2007,93.17
5,9,2007,57.51
6,9,2007,79.46
7,9,2007,126.77
8,9,2007,228.40
9,9,2007,61.98
10,9,2007,63.14
11,9,2007,51.26
12,9,2007,65.39
13,9,2007,30.78
14,9,2007,45.53
15,9,2007,35.65
16,9,2007,58.22
17,9,2007,159.46
18,9,2007,165.32
19,9,2007,89.91
20,9,2007,65.43
21,9,2007,114.52
22,9,2007,78.77
23,9,2007,57.69
24,9,2007,48.70
25,9,2007,80.97
26,9,2007,104.94
27,9,2007,53.43
28,9,2007,30.92
29,9,2007,21.54
30,9,2007,39.77
1,10,2007,69.22
2,10,2007,88.33
3,10,2007,46.73
4,10,2007,30.74
5,10,2007,59.92
6,10,2007,24.90
7,10,2007,51.90
8,10,2007,41.78
9,10,2007,55.77
10,10,2007,142.45
11,10,2007,28.55
12,10,2007,55.05
13,10,2007,70.36
14,10,2007,39.09
15,10,2007,87.39
16,10,2007,141.82
17,10,2007,71.61
18,10,2007,128.85
19,10,2007,69.28
20,10,2007,88.75
21,10,2007,69.52
22,10,2007,56.91
23,10,2007,56.53
24,10,2007,54.30
25,10,2007,51.59
26,10,2007,57.66
27,10,2007,98.58
28,10,2007,46.88
29,10,2007,92.29
30,10,2007,176.20
31,10,2007,85.65
1,11,2007,30.35
2,11,2007,51.96
3,11,2007,95.24
4,11,2007,93.60
5,11,2007,50.29
6,11,2007,77.63
7,11,2007,64.86
8,11,2007,66.91
9,11,2007,124.21
10,11,2007,120.58
11,11,2007,74.97
12,11,2007,28.81
13,11,2007,66.24
14,11,2007,51.47
15,11,2007,73.48
16,11,2007,93.34
17,11,2007,64.12
18,11,2007,44.28
19,11,2007,65.07
20,11,2007,46.66
21,11,2007,75.80
22,11,2007,61.66
23,11,2007,45.28
24,11,2007,33.05
25,11,2007,52.71
26,11,2007,49.97
27,11,2007,36.56
28,11,2007,55.13
29,11,2007,60.70
30,11,2007,70.77
1,12,2007,96.93
2,12,2007,86.27
3,12,2007,83.23
4,12,2007,162.72
5,12,2007,61.03
6,12,2007,83.30
7,12,2007,90.71
8,12,2007,74.40
9,12,2007,53.04
10,12,2007,65.19
11,12,2007,138.66
12,12,2007,168.46
13,12,2007,74.69
14,12,2007,89.71
15,12,2007,147.70
16,12,2007,70.45
17,12,2007,90.90
18,12,2007,197.42
19,12,2007,92.45
20,12,2007,57.00
21,12,2007,81.49
22,12,2007,24.20
23,12,2007,97.06
24,12,2007,73.96
25,12,2007,73.17
26,12,2007,59.30
27,12,2007,43.32
28,12,2007,69.55
29,12,2007,36.67
30,12,2007,181.62
31,12,2007,127.28
1,1,2008,232.87
2,1,2008,83.14
3,1,2008,189.34
4,1,2008,103.24
5,1,2008,281.75
6,1,2008,134.58
7,1,2008,81.57
8,1,2008,142.48
9,1,2008,123.42
10,1,2008,110.12
11,1,2008,232.13
12,1,2008,162.58
13,1,2008,155.17
14,1,2008,118.27
15,1,2008,110.01
16,1,2008,173.22
17,1,2008,99.60
18,1,2008,98.93
19,1,2008,252.75
20,1,2008,157.56
21,1,2008,155.74
22,1,2008,244.35
23,1,2008,360.30
24,1,2008,194.68
25,1,2008,158.51
26,1,2008,153.02
27,1,2008,216.61
28,1,2008,287.54
29,1,2008,421.02
30,1,2008,184.70
31,1,2008,224.70
1,2,2008,167.94
2,2,2008,106.14
3,2,2008,204.54
4,2,2008,185.99
5,2,2008,111.71
6,2,2008,110.39
7,2,2008,108.91
8,2,2008,67.59
9,2,2008,84.85
10,2,2008,117.98
11,2,2008,208.67
12,2,2008,203.14
13,2,2008,61.36
14,2,2008,90.29
15,2,2008,123.89
16,2,2008,102.15
17,2,2008,122.26
18,2,2008,76.20
19,2,2008,147.05
20,2,2008,116.21
21,2,2008,73.17
22,2,2008,134.50
23,2,2008,72.69
24,2,2008,88.87
25,2,2008,107.27
26,2,2008,70.95
27,2,2008,139.63
28,2,2008,76.74
29,2,2008,142.87
1,3,2008,129.57
2,3,2008,65.04
3,3,2008,89.06
4,3,2008,120.08
5,3,2008,85.30
6,3,2008,94.16
7,3,2008,71.91
8,3,2008,63.05
9,3,2008,77.41
10,3,2008,35.62
11,3,2008,72.04
12,3,2008,75.36
13,3,2008,94.21
14,3,2008,69.27
15,3,2008,98.21
16,3,2008,94.52
17,3,2008,146.24
18,3,2008,319.82
19,3,2008,376.02
20,3,2008,129.08
21,3,2008,114.25
22,3,2008,134.58
23,3,2008,237.49
24,3,2008,72.04
25,3,2008,94.80
26,3,2008,136.50
27,3,2008,89.06
28,3,2008,154.34
29,3,2008,39.64
30,3,2008,323.27
31,3,2008,76.00
1,4,2008,168.90
2,4,2008,141.52
3,4,2008,106.25
4,4,2008,70.98
5,4,2008,88.27
6,4,2008,128.64
7,4,2008,89.09
8,4,2008,73.85
9,4,2008,71.58
10,4,2008,80.43
11,4,2008,94.47
12,4,2008,104.78
13,4,2008,148.03
14,4,2008,79.50
15,4,2008,119.20
16,4,2008,85.36
17,4,2008,90.72
18,4,2008,28.76
19,4,2008,50.34
20,4,2008,250.90
21,4,2008,149.86
22,4,2008,68.72
23,4,2008,58.26
24,4,2008,50.58
25,4,2008,67.92
26,4,2008,201.08
27,4,2008,111.96
28,4,2008,88.62
29,4,2008,64.67
30,4,2008,80.74
1,5,2008,154.45
2,5,2008,78.45
3,5,2008,67.38
4,5,2008,85.56
5,5,2008,77.59
6,5,2008,116.49
7,5,2008,97.19
8,5,2008,50.12
9,5,2008,76.49
10,5,2008,58.31
11,5,2008,91.00
12,5,2008,98.62
13,5,2008,55.77
14,5,2008,130.43
15,5,2008,159.26
16,5,2008,110.23
17,5,2008,116.81
18,5,2008,111.29
19,5,2008,72.05
20,5,2008,49.07
21,5,2008,63.32
22,5,2008,74.84
23,5,2008,30.21
24,5,2008,78.36
25,5,2008,104.59
26,5,2008,69.22
27,5,2008,58.15
28,5,2008,112.84
29,5,2008,57.45
30,5,2008,50.64
31,5,2008,70.58
1,6,2008,172.73
2,6,2008,175.25
3,6,2008,97.33
4,6,2008,72.21
5,6,2008,96.16
6,6,2008,69.54
7,6,2008,199.69
8,6,2008,88.50
9,6,2008,64.46
10,6,2008,99.68
11,6,2008,83.44
12,6,2008,126.07
13,6,2008,59.79
14,6,2008,64.65
15,6,2008,92.88
16,6,2008,82.24
17,6,2008,103.47
18,6,2008,58.83
19,6,2008,66.47
20,6,2008,53.68
21,6,2008,66.23
22,6,2008,142.39
23,6,2008,171.46
24,6,2008,135.64
25,6,2008,126.57
26,6,2008,84.23
27,6,2008,42.74
28,6,2008,51.98
29,6,2008,122.11
30,6,2008,84.01
1,7,2008,145.73
2,7,2008,72.47
3,7,2008,77.92
4,7,2008,139.91
5,7,2008,107.46
6,7,2008,154.49
7,7,2008,82.22
8,7,2008,223.53
9,7,2008,131.56
10,7,2008,53.88
11,7,2008,107.95
12,7,2008,82.80
13,7,2008,61.29
14,7,2008,49.10
15,7,2008,195.94
16,7,2008,285.23
17,7,2008,77.94
18,7,2008,82.75
19,7,2008,78.32
20,7,2008,132.63
21,7,2008,86.14
22,7,2008,61.37
23,7,2008,123.09
24,7,2008,81.76
25,7,2008,73.65
26,7,2008,65.19
27,7,2008,75.57
28,7,2008,43.06
29,7,2008,64.12
30,7,2008,71.61
31,7,2008,65.51
1,8,2008,79.10
2,8,2008,54.42
3,8,2008,89.64
4,8,2008,79.26
5,8,2008,73.11
6,8,2008,74.81
7,8,2008,39.49
8,8,2008,55.52
9,8,2008,66.14
10,8,2008,32.29
11,8,2008,86.48
12,8,2008,43.65
13,8,2008,91.02
14,8,2008,92.16
15,8,2008,86.80
16,8,2008,110.20
17,8,2008,90.91
18,8,2008,70.39
19,8,2008,65.92
20,8,2008,50.12
21,8,2008,51.60
22,8,2008,82.71
23,8,2008,355.54
24,8,2008,213.42
25,8,2008,87.11
26,8,2008,147.96
27,8,2008,101.81
28,8,2008,55.81
29,8,2008,114.16
30,8,2008,96.01
31,8,2008,96.96
1,9,2008,58.10
2,9,2008,91.93
3,9,2008,33.39
4,9,2008,56.18
5,9,2008,58.95
6,9,2008,72.72
7,9,2008,65.66
8,9,2008,158.30
9,9,2008,91.86
10,9,2008,127.81
11,9,2008,52.37
12,9,2008,98.38
13,9,2008,62.78
14,9,2008,99.49
15,9,2008,94.73
16,9,2008,307.09
17,9,2008,293.23
18,9,2008,212.06
19,9,2008,316.24
20,9,2008,255.83
21,9,2008,254.93
22,9,2008,185.58
23,9,2008,279.56
24,9,2008,253.41
25,9,2008,216.48
26,9,2008,320.84
27,9,2008,253.05
28,9,2008,188.70
29,9,2008,333.55
30,9,2008,626.03
1,10,2008,361.73
2,10,2008,266.41
3,10,2008,340.91
4,10,2008,253.26
5,10,2008,266.22
6,10,2008,361.39
7,10,2008,236.20
8,10,2008,212.29
9,10,2008,317.80
10,10,2008,184.75
11,10,2008,217.87
12,10,2008,242.38
13,10,2008,147.34
14,10,2008,171.71
15,10,2008,262.46
16,10,2008,307.48
17,10,2008,194.30
18,10,2008,133.10
19,10,2008,373.72
20,10,2008,179.65
21,10,2008,189.48
22,10,2008,195.14
23,10,2008,224.01
24,10,2008,191.34
25,10,2008,193.63
26,10,2008,312.41
27,10,2008,239.75
28,10,2008,215.90
29,10,2008,283.86
30,10,2008,255.12
31,10,2008,215.88
1,11,2008,211.88
2,11,2008,309.24
3,11,2008,231.23
4,11,2008,110.60
5,11,2008,354.54
6,11,2008,280.67
7,11,2008,170.82
8,11,2008,103.08
9,11,2008,231.02
10,11,2008,124.08
11,11,2008,158.61
12,11,2008,135.42
13,11,2008,195.57
14,11,2008,148.80
15,11,2008,110.20
16,11,2008,195.76
17,11,2008,195.75
18,11,2008,252.53
19,11,2008,232.93
20,11,2008,234.81
21,11,2008,359.00
22,11,2008,274.02
23,11,2008,229.78
24,11,2008,623.45
25,11,2008,319.90
26,11,2008,160.69
27,11,2008,116.67
28,11,2008,160.84
29,11,2008,117.31
30,11,2008,270.26
1,12,2008,228.11
2,12,2008,186.96
3,12,2008,269.74
4,12,2008,136.29
5,12,2008,182.27
6,12,2008,194.41
7,12,2008,202.44
8,12,2008,147.36
9,12,2008,157.56
10,12,2008,128.02
11,12,2008,193.89
12,12,2008,174.09
13,12,2008,84.79
14,12,2008,195.15
15,12,2008,164.55
16,12,2008,121.76
17,12,2008,137.56
18,12,2008,168.51
19,12,2008,180.81
20,12,2008,172.20
21,12,2008,188.47
22,12,2008,77.54
23,12,2008,100.64
24,12,2008,132.24
25,12,2008,126.38
26,12,2008,93.05
27,12,2008,281.65
28,12,2008,263.97
29,12,2008,121.70
30,12,2008,103.49
31,12,2008,208.04
1,1,2009,271.44
2,1,2009,219.41
3,1,2009,208.69
4,1,2009,472.47
5,1,2009,184.03
6,1,2009,240.51
7,1,2009,170.05
8,1,2009,171.65
9,1,2009,168.95
10,1,2009,148.73
11,1,2009,323.49
12,1,2009,242.77
13,1,2009,272.52
14,1,2009,180.09
15,1,2009,150.01
16,1,2009,236.48
17,1,2009,194.65
18,1,2009,248.60
19,1,2009,215.51
20,1,2009,148.55
21,1,2009,225.07
22,1,2009,401.25
23,1,2009,144.54
24,1,2009,139.29
25,1,2009,191.10
26,1,2009,194.28
27,1,2009,206.98
28,1,2009,144.02
29,1,2009,170.17
30,1,2009,211.55
31,1,2009,174.89
1,2,2009,262.38
2,2,2009,205.61
3,2,2009,247.14
4,2,2009,195.65
5,2,2009,192.30
6,2,2009,243.81
7,2,2009,289.18
8,2,2009,192.59
9,2,2009,216.89
10,2,2009,132.88
11,2,2009,241.92
12,2,2009,167.78
13,2,2009,257.65
14,2,2009,240.30
15,2,2009,228.38
16,2,2009,188.06
17,2,2009,181.23
18,2,2009,210.46
19,2,2009,382.43
20,2,2009,183.91
21,2,2009,244.71
22,2,2009,211.26
23,2,2009,186.27
24,2,2009,197.17
25,2,2009,548.95
26,2,2009,310.37
27,2,2009,323.94
28,2,2009,204.86
1,3,2009,198.13
2,3,2009,214.22
3,3,2009,189.65
4,3,2009,167.50
5,3,2009,147.59
6,3,2009,184.59
7,3,2009,214.66
8,3,2009,251.12
9,3,2009,358.83
10,3,2009,170.54
11,3,2009,99.76
12,3,2009,161.59
13,3,2009,186.50
14,3,2009,193.47
15,3,2009,205.33
16,3,2009,145.65
17,3,2009,185.51
18,3,2009,147.33
19,3,2009,134.53
20,3,2009,207.82
21,3,2009,146.71
22,3,2009,218.79
23,3,2009,277.26
24,3,2009,202.96
25,3,2009,124.02
26,3,2009,167.66
27,3,2009,146.40
28,3,2009,154.71
29,3,2009,268.19
30,3,2009,204.00
31,3,2009,212.96
1,4,2009,134.87
2,4,2009,124.79
3,4,2009,150.81
4,4,2009,58.39
5,4,2009,152.85
6,4,2009,148.50
7,4,2009,124.75
8,4,2009,136.70
9,4,2009,100.16
10,4,2009,101.65
11,4,2009,134.64
12,4,2009,106.17
13,4,2009,117.97
14,4,2009,116.79
15,4,2009,89.04
16,4,2009,111.78
17,4,2009,146.91
18,4,2009,199.39
19,4,2009,122.46
20,4,2009,106.35
21,4,2009,152.61
22,4,2009,304.61
23,4,2009,243.69
24,4,2009,187.13
25,4,2009,129.74
26,4,2009,79.72
27,4,2009,98.97
28,4,2009,118.32
29,4,2009,246.58
30,4,2009,130.17
1,5,2009,116.18
2,5,2009,129.59
3,5,2009,135.43
4,5,2009,130.36
5,5,2009,65.38
6,5,2009,88.77
7,5,2009,103.71
8,5,2009,171.49
9,5,2009,223.31
10,5,2009,95.48
11,5,2009,74.34
12,5,2009,110.55
13,5,2009,75.19
14,5,2009,135.13
15,5,2009,370.60
16,5,2009,84.18
17,5,2009,246.01
18,5,2009,84.97
19,5,2009,69.66
20,5,2009,111.98
21,5,2009,133.56
22,5,2009,105.33
23,5,2009,64.20
24,5,2009,169.61
25,5,2009,145.49
26,5,2009,99.60
27,5,2009,63.82
28,5,2009,95.79
29,5,2009,82.82
30,5,2009,116.63
31,5,2009,110.96
1,6,2009,111.67
2,6,2009,196.26
3,6,2009,76.74
4,6,2009,77.99
5,6,2009,72.36
6,6,2009,48.55
7,6,2009,95.65
8,6,2009,92.38
9,6,2009,120.48
10,6,2009,98.31
11,6,2009,92.19
12,6,2009,61.85
13,6,2009,115.68
14,6,2009,93.16
15,6,2009,109.84
16,6,2009,123.16
17,6,2009,59.24
18,6,2009,70.96
19,6,2009,160.07
20,6,2009,56.01
21,6,2009,137.47
22,6,2009,109.85
23,6,2009,84.88
24,6,2009,93.11
25,6,2009,70.63
26,6,2009,142.31
27,6,2009,335.96
28,6,2009,131.79
29,6,2009,90.88
30,6,2009,85.78
1,7,2009,121.17
2,7,2009,99.06
3,7,2009,82.63
4,7,2009,94.92
5,7,2009,123.73
6,7,2009,173.43
7,7,2009,117.66
8,7,2009,95.39
9,7,2009,69.94
10,7,2009,102.52
11,7,2009,95.19
12,7,2009,186.77
13,7,2009,183.76
14,7,2009,197.32
15,7,2009,109.66
16,7,2009,71.33
17,7,2009,88.11
18,7,2009,102.85
19,7,2009,104.50
20,7,2009,151.49
21,7,2009,83.27
22,7,2009,108.88
23,7,2009,140.00
24,7,2009,104.47
25,7,2009,75.27
26,7,2009,226.07
27,7,2009,68.67
28,7,2009,63.15
29,7,2009,79.19
30,7,2009,91.24
31,7,2009,353.57
1,8,2009,313.98
2,8,2009,115.80
3,8,2009,129.03
4,8,2009,130.69
5,8,2009,81.17
6,8,2009,59.17
7,8,2009,62.29
8,8,2009,54.74
9,8,2009,112.72
10,8,2009,149.18
11,8,2009,120.98
12,8,2009,90.70
13,8,2009,93.37
14,8,2009,68.02
15,8,2009,43.15
16,8,2009,86.22
17,8,2009,74.75
18,8,2009,69.62
19,8,2009,62.03
20,8,2009,82.70
21,8,2009,91.24
22,8,2009,75.99
23,8,2009,114.74
24,8,2009,84.65
25,8,2009,83.96
26,8,2009,179.18
27,8,2009,46.48
28,8,2009,61.05
29,8,2009,47.78
30,8,2009,106.21
31,8,2009,49.01
1,9,2009,33.47
2,9,2009,68.77
3,9,2009,94.76
4,9,2009,47.03
5,9,2009,66.00
6,9,2009,127.65
7,9,2009,180.44
8,9,2009,86.08
9,9,2009,178.84
10,9,2009,50.18
11,9,2009,78.70
12,9,2009,96.66
13,9,2009,159.09
14,9,2009,70.08
15,9,2009,96.54
16,9,2009,55.92
17,9,2009,61.67
18,9,2009,74.17
19,9,2009,70.85
20,9,2009,119.10
21,9,2009,72.42
22,9,2009,124.70
23,9,2009,62.44
24,9,2009,55.37
25,9,2009,126.44
26,9,2009,142.26
27,9,2009,64.48
28,9,2009,109.54
29,9,2009,65.55
30,9,2009,96.76
1,10,2009,66.48
2,10,2009,109.71
3,10,2009,127.16
4,10,2009,100.36
5,10,2009,42.01
6,10,2009,46.71
7,10,2009,55.03
8,10,2009,52.82
9,10,2009,84.08
10,10,2009,110.11
11,10,2009,123.34
12,10,2009,54.33
13,10,2009,102.13
14,10,2009,44.56
15,10,2009,82.11
16,10,2009,74.65
17,10,2009,32.71
18,10,2009,119.25
19,10,2009,82.90
20,10,2009,50.51
21,10,2009,82.95
22,10,2009,65.10
23,10,2009,110.76
24,10,2009,67.74
25,10,2009,90.68
26,10,2009,108.78
27,10,2009,82.04
28,10,2009,83.75
29,10,2009,84.73
30,10,2009,108.64
31,10,2009,94.64
1,11,2009,104.88
2,11,2009,63.75
3,11,2009,136.59
4,11,2009,413.44
5,11,2009,133.63
6,11,2009,90.21
7,11,2009,44.14
8,11,2009,85.97
9,11,2009,99.70
10,11,2009,72.02
11,11,2009,119.73
12,11,2009,106.01
13,11,2009,123.13
14,11,2009,63.55
15,11,2009,71.22
16,11,2009,74.62
17,11,2009,100.42
18,11,2009,64.94
19,11,2009,121.51
20,11,2009,94.42
21,11,2009,69.12
22,11,2009,146.03
23,11,2009,136.98
24,11,2009,96.06
25,11,2009,111.36
26,11,2009,138.90
27,11,2009,100.55
28,11,2009,99.57
29,11,2009,100.49
30,11,2009,158.42
1,12,2009,180.98
2,12,2009,67.70
3,12,2009,90.44
4,12,2009,143.53
5,12,2009,92.29
6,12,2009,170.81
7,12,2009,155.63
8,12,2009,151.52
9,12,2009,140.01
10,12,2009,130.07
11,12,2009,109.15
12,12,2009,137.36
13,12,2009,141.74
14,12,2009,103.97
15,12,2009,137.90
16,12,2009,95.05
17,12,2009,88.45
18,12,2009,156.28
19,12,2009,111.61
20,12,2009,144.69
21,12,2009,177.90
22,12,2009,65.89
23,12,2009,113.78
24,12,2009,79.77
25,12,2009,167.34
26,12,2009,156.69
27,12,2009,244.51
28,12,2009,133.63
29,12,2009,68.46
30,12,2009,101.95
31,12,2009,158.19
1,1,2010,174.55
2,1,2010,119.52
3,1,2010,216.95
4,1,2010,150.35
5,1,2010,151.16
6,1,2010,95.95
7,1,2010,92.20
8,1,2010,141.92
9,1,2010,192.83
10,1,2010,192.36
11,1,2010,103.54
12,1,2010,99.13
13,1,2010,69.67
14,1,2010,87.42
15,1,2010,108.55
16,1,2010,79.33
17,1,2010,90.02
18,1,2010,99.53
19,1,2010,110.91
20,1,2010,171.42
21,1,2010,104.34
22,1,2010,124.07
23,1,2010,252.58
24,1,2010,262.69
25,1,2010,339.49
26,1,2010,253.54
27,1,2010,211.21
28,1,2010,236.94
29,1,2010,198.48
30,1,2010,153.89
31,1,2010,174.05
1,2,2010,206.51
2,2,2010,182.49
3,2,2010,147.41
4,2,2010,113.39
5,2,2010,110.40
6,2,2010,245.28
7,2,2010,215.18
8,2,2010,74.59
9,2,2010,114.63
10,2,2010,146.72
11,2,2010,159.47
12,2,2010,143.74
13,2,2010,86.95
14,2,2010,173.68
15,2,2010,196.46
16,2,2010,254.23
17,2,2010,107.08
18,2,2010,110.98
19,2,2010,143.63
20,2,2010,146.53
21,2,2010,254.87
22,2,2010,116.03
23,2,2010,129.91
24,2,2010,121.37
25,2,2010,98.67
26,2,2010,101.35
27,2,2010,143.22
28,2,2010,204.83
1,3,2010,113.20
2,3,2010,134.92
3,3,2010,61.82
4,3,2010,96.37
5,3,2010,125.60
6,3,2010,155.44
7,3,2010,139.54
8,3,2010,104.24
9,3,2010,98.11
10,3,2010,125.13
11,3,2010,97.30
12,3,2010,124.23
13,3,2010,88.91
14,3,2010,100.39
15,3,2010,89.34
16,3,2010,55.81
17,3,2010,107.05
18,3,2010,91.77
19,3,2010,115.47
20,3,2010,101.07
